DateTime,Month,Day,Hour,Minute,Detection
2020-04-04 11:05:39,4,4,11,5,1
2020-04-04 11:05:42,4,4,11,5,1
2020-04-04 11:05:45,4,4,11,5,1
2020-04-04 11:05:54,4,4,11,5,1
2020-04-04 11:06:02,4,4,11,6,1
2020-04-04 11:06:05,4,4,11,6,1
2020-04-04 11:06:08,4,4,11,6,1
2020-04-04 11:06:14,4,4,11,6,1
2020-04-04 11:06:17,4,4,11,6,1
2020-04-04 11:06:20,4,4,11,6,1
2020-04-04 11:07:24,4,4,11,7,1
2020-04-04 11:07:27,4,4,11,7,1
2020-04-04 11:08:18,4,4,11,8,1
2020-04-04 11:08:21,4,4,11,8,1
2020-04-04 11:08:24,4,4,11,8,1
2020-04-04 11:08:29,4,4,11,8,1
2020-04-04 11:08:30,4,4,11,8,1
2020-04-04 11:08:33,4,4,11,8,1
2020-04-04 11:08:38,4,4,11,8,1
2020-04-04 11:08:39,4,4,11,8,1
2020-04-04 11:10:07,4,4,11,10,1
2020-04-04 11:10:14,4,4,11,10,1
2020-04-04 11:13:35,4,4,11,13,1
2020-04-04 11:13:47,4,4,11,13,1
2020-04-04 11:13:55,4,4,11,13,1
2020-04-04 11:13:58,4,4,11,13,1
2020-04-04 11:27:28,4,4,11,27,1
2020-04-04 11:36:48,4,4,11,36,1
2020-04-04 11:36:51,4,4,11,36,1
2020-04-04 11:36:54,4,4,11,36,1
2020-04-04 11:36:57,4,4,11,36,1
2020-04-04 11:37:16,4,4,11,37,1
2020-04-04 11:37:24,4,4,11,37,1
2020-04-04 11:37:27,4,4,11,37,1
2020-04-04 11:37:29,4,4,11,37,1
2020-04-04 11:37:36,4,4,11,37,1
2020-04-04 11:37:44,4,4,11,37,1
2020-04-04 11:37:45,4,4,11,37,1
2020-04-04 11:37:46,4,4,11,37,1
2020-04-04 11:37:49,4,4,11,37,1
2020-04-04 11:39:07,4,4,11,39,1
2020-04-04 11:39:15,4,4,11,39,1
2020-04-04 11:47:26,4,4,11,47,1
2020-04-04 11:47:29,4,4,11,47,1
2020-04-04 11:47:33,4,4,11,47,1
2020-04-04 11:47:36,4,4,11,47,1
2020-04-04 11:47:39,4,4,11,47,1
2020-04-04 11:47:42,4,4,11,47,1
2020-04-04 11:47:45,4,4,11,47,1
2020-04-04 11:47:48,4,4,11,47,1
2020-04-04 11:47:52,4,4,11,47,1
2020-04-04 11:47:59,4,4,11,47,1
2020-04-04 11:48:03,4,4,11,48,1
2020-04-04 11:48:06,4,4,11,48,1
2020-04-04 11:48:12,4,4,11,48,1
2020-04-04 11:48:15,4,4,11,48,1
2020-04-04 11:48:18,4,4,11,48,1
2020-04-04 11:48:30,4,4,11,48,1
2020-04-04 11:48:37,4,4,11,48,1
2020-04-04 11:48:39,4,4,11,48,1
2020-04-04 11:48:42,4,4,11,48,1
2020-04-04 11:48:45,4,4,11,48,1
2020-04-04 11:48:48,4,4,11,48,1
2020-04-04 11:48:51,4,4,11,48,1
2020-04-04 11:48:54,4,4,11,48,1
2020-04-04 11:48:57,4,4,11,48,1
2020-04-04 11:49:00,4,4,11,49,1
2020-04-04 11:49:03,4,4,11,49,1
2020-04-04 11:49:06,4,4,11,49,1
2020-04-04 11:49:09,4,4,11,49,1
2020-04-04 11:49:21,4,4,11,49,1
2020-04-04 11:49:24,4,4,11,49,1
2020-04-04 11:49:27,4,4,11,49,1
2020-04-04 11:49:30,4,4,11,49,1
2020-04-04 11:49:33,4,4,11,49,1
2020-04-04 11:49:36,4,4,11,49,1
2020-04-04 11:49:39,4,4,11,49,1
2020-04-04 11:49:44,4,4,11,49,1
2020-04-04 11:49:51,4,4,11,49,1
2020-04-04 11:50:06,4,4,11,50,1
2020-04-04 11:50:15,4,4,11,50,1
2020-04-04 11:50:18,4,4,11,50,1
2020-04-04 11:50:21,4,4,11,50,1
2020-04-04 11:50:24,4,4,11,50,1
2020-04-04 11:50:27,4,4,11,50,1
2020-04-04 11:50:35,4,4,11,50,1
2020-04-04 11:50:42,4,4,11,50,1
2020-04-04 11:50:45,4,4,11,50,1
2020-04-04 11:50:49,4,4,11,50,1
2020-04-04 11:50:55,4,4,11,50,1
2020-04-04 11:50:58,4,4,11,50,1
2020-04-04 11:51:01,4,4,11,51,1
2020-04-04 11:51:04,4,4,11,51,1
2020-04-04 11:51:07,4,4,11,51,1
2020-04-04 11:51:11,4,4,11,51,1
2020-04-04 11:51:14,4,4,11,51,1
2020-04-04 11:51:17,4,4,11,51,1
2020-04-04 11:51:20,4,4,11,51,1
2020-04-04 11:55:37,4,4,11,55,1
2020-04-04 12:11:14,4,4,12,11,1
2020-04-04 12:21:41,4,4,12,21,1
2020-04-04 12:40:50,4,4,12,40,1
2020-04-04 12:40:53,4,4,12,40,1
2020-04-04 12:40:56,4,4,12,40,1
2020-04-04 12:40:59,4,4,12,40,1
2020-04-04 12:41:02,4,4,12,41,1
2020-04-04 12:41:05,4,4,12,41,1
2020-04-04 12:41:08,4,4,12,41,1
2020-04-04 12:41:12,4,4,12,41,1
2020-04-04 12:41:14,4,4,12,41,1
2020-04-04 12:41:18,4,4,12,41,1
2020-04-04 12:41:21,4,4,12,41,1
2020-04-04 12:41:24,4,4,12,41,1
2020-04-04 12:41:27,4,4,12,41,1
2020-04-04 12:41:30,4,4,12,41,1
2020-04-04 12:41:33,4,4,12,41,1
2020-04-04 12:41:36,4,4,12,41,1
2020-04-04 12:41:39,4,4,12,41,1
2020-04-04 12:41:42,4,4,12,41,1
2020-04-04 12:41:45,4,4,12,41,1
2020-04-04 12:41:48,4,4,12,41,1
2020-04-04 12:42:37,4,4,12,42,1
2020-04-04 12:42:40,4,4,12,42,1
2020-04-04 12:42:46,4,4,12,42,1
2020-04-04 12:42:52,4,4,12,42,1
2020-04-04 12:42:56,4,4,12,42,1
2020-04-04 12:42:59,4,4,12,42,1
2020-04-04 13:08:01,4,4,13,8,1
2020-04-04 13:08:50,4,4,13,8,1
2020-04-04 13:08:53,4,4,13,8,1
2020-04-04 13:12:33,4,4,13,12,1
2020-04-04 13:12:40,4,4,13,12,1
2020-04-04 13:12:43,4,4,13,12,1
2020-04-04 13:14:22,4,4,13,14,1
2020-04-04 13:14:25,4,4,13,14,1
2020-04-04 13:14:39,4,4,13,14,1
2020-04-04 13:14:44,4,4,13,14,1
2020-04-04 13:14:47,4,4,13,14,1
2020-04-04 13:14:50,4,4,13,14,1
2020-04-04 13:15:26,4,4,13,15,1
2020-04-04 13:15:33,4,4,13,15,1
2020-04-04 13:15:34,4,4,13,15,1
2020-04-04 13:15:37,4,4,13,15,1
2020-04-04 13:15:40,4,4,13,15,1
2020-04-04 13:15:44,4,4,13,15,1
2020-04-04 13:15:51,4,4,13,15,1
2020-04-04 13:15:54,4,4,13,15,1
2020-04-04 13:15:57,4,4,13,15,1
2020-04-04 13:21:08,4,4,13,21,1
2020-04-04 13:21:11,4,4,13,21,1
2020-04-04 14:11:16,4,4,14,11,1
2020-04-04 14:11:30,4,4,14,11,1
2020-04-04 14:11:36,4,4,14,11,1
2020-04-04 14:12:12,4,4,14,12,1
2020-04-04 14:12:19,4,4,14,12,1
2020-04-04 14:12:28,4,4,14,12,1
2020-04-04 14:13:07,4,4,14,13,1
2020-04-04 14:13:15,4,4,14,13,1
2020-04-04 14:13:36,4,4,14,13,1
2020-04-04 14:13:43,4,4,14,13,1
2020-04-04 14:13:50,4,4,14,13,1
2020-04-04 14:13:53,4,4,14,13,1
2020-04-04 14:14:11,4,4,14,14,1
2020-04-04 14:14:18,4,4,14,14,1
2020-04-04 14:26:00,4,4,14,26,1
2020-04-04 14:26:03,4,4,14,26,1
2020-04-04 14:26:59,4,4,14,26,1
2020-04-04 14:33:12,4,4,14,33,1
2020-04-04 14:35:51,4,4,14,35,1
2020-04-04 14:36:07,4,4,14,36,1
2020-04-04 14:36:15,4,4,14,36,1
2020-04-04 14:36:18,4,4,14,36,1
2020-04-04 14:36:34,4,4,14,36,1
2020-04-04 14:36:42,4,4,14,36,1
2020-04-04 14:36:45,4,4,14,36,1
2020-04-04 14:37:03,4,4,14,37,1
2020-04-04 14:37:13,4,4,14,37,1
2020-04-04 14:37:26,4,4,14,37,1
2020-04-04 14:37:54,4,4,14,37,1
2020-04-04 14:38:23,4,4,14,38,1
2020-04-04 14:38:29,4,4,14,38,1
2020-04-04 14:38:32,4,4,14,38,1
2020-04-04 14:38:41,4,4,14,38,1
2020-04-04 14:40:20,4,4,14,40,1
2020-04-04 14:40:27,4,4,14,40,1
2020-04-04 14:40:30,4,4,14,40,1
2020-04-04 14:41:01,4,4,14,41,1
2020-04-04 14:43:24,4,4,14,43,1
2020-04-04 14:43:27,4,4,14,43,1
2020-04-04 14:50:43,4,4,14,50,1
2020-04-04 14:52:22,4,4,14,52,1
2020-04-04 14:52:29,4,4,14,52,1
2020-04-04 15:24:26,4,4,15,24,1
2020-04-04 15:24:29,4,4,15,24,1
2020-04-04 15:36:09,4,4,15,36,1
2020-04-04 15:36:13,4,4,15,36,1
2020-04-04 15:36:16,4,4,15,36,1
2020-04-04 15:36:19,4,4,15,36,1
2020-04-04 15:36:22,4,4,15,36,1
2020-04-04 15:39:28,4,4,15,39,1
2020-04-04 15:41:59,4,4,15,41,1
2020-04-04 15:42:02,4,4,15,42,1
2020-04-04 15:42:05,4,4,15,42,1
2020-04-04 15:42:08,4,4,15,42,1
2020-04-04 15:42:11,4,4,15,42,1
2020-04-04 15:42:14,4,4,15,42,1
2020-04-04 15:42:23,4,4,15,42,1
2020-04-04 16:11:17,4,4,16,11,1
2020-04-04 16:11:56,4,4,16,11,1
2020-04-04 16:12:05,4,4,16,12,1
2020-04-04 16:12:17,4,4,16,12,1
2020-04-04 16:12:30,4,4,16,12,1
2020-04-04 16:12:57,4,4,16,12,1
2020-04-04 16:13:21,4,4,16,13,1
2020-04-04 16:13:24,4,4,16,13,1
2020-04-04 16:29:56,4,4,16,29,1
2020-04-04 16:29:59,4,4,16,29,1
2020-04-04 16:46:53,4,4,16,46,1
2020-04-04 16:47:13,4,4,16,47,1
2020-04-04 16:47:22,4,4,16,47,1
2020-04-04 16:50:31,4,4,16,50,1
2020-04-04 16:50:45,4,4,16,50,1
2020-04-04 21:47:03,4,4,21,47,1
2020-04-04 21:48:14,4,4,21,48,1
2020-04-04 21:49:24,4,4,21,49,1
2020-04-04 21:51:36,4,4,21,51,1
2020-04-04 21:59:08,4,4,21,59,1
2020-04-04 22:07:08,4,4,22,7,1
2020-04-04 22:07:59,4,4,22,7,1
2020-04-04 22:08:08,4,4,22,8,1
2020-04-04 22:31:55,4,4,22,31,1
2020-04-04 22:44:45,4,4,22,44,1
2020-04-04 22:56:44,4,4,22,56,1
